transaction_id,customer_id,product_id,transaction_date,transaction_month,transaction_type,amount_myr,channel,status
T003027,C00419,P009,2023-04-09,2023-04,Purchase,78.64,Branch,Reversed
T003028,C01640,P009,2024-09-22,2024-09,Top-Up,150.76,Mobile App,Successful
T003029,C00079,P006,2023-06-04,2023-06,Purchase,1009.17,Branch,Successful
T003030,C00941,P005,2024-08-17,2024-08,Withdrawal,500.0,Online Banking,Successful
T003031,C00684,P003,2024-04-29,2024-04,Purchase,62.82,Online Banking,Successful
T003032,C00880,P002,2023-04-26,2023-04,Withdrawal,200.0,Online Banking,Reversed
T003033,C01683,P004,2023-02-15,2023-02,Transfer,546.81,Call Centre,Successful
T003034,C00982,P006,2023-05-07,2023-05,Purchase,442.43,Online Banking,Successful
T003035,C01539,P003,2023-05-24,2023-05,Purchase,537.7,Mobile App,Successful
T003036,C00695,P004,2024-04-15,2024-04,Purchase,3407.72,ATM,Successful
T003037,C01709,P003,2023-02-14,2023-02,Purchase,2707.02,Branch,Successful
T003038,C00578,P004,2023-03-31,2023-03,Purchase,114.96,Online Banking,Successful
T003039,C01753,P001,2023-06-29,2023-06,Purchase,1460.12,Online Banking,Successful
T003040,C01983,P006,2023-12-14,2023-12,Transfer,372.97,Online Banking,Successful
T003041,C00930,P006,2023-12-06,2023-12,Transfer,423.69,Online Banking,Failed
T003042,C01832,P001,2024-11-21,2024-11,Purchase,38.03,Mobile App,Successful
T003043,C00118,P003,2024-04-10,2024-04,Bill Payment,202.87,Branch,Successful
T003044,C01967,P006,2024-12-02,2024-12,Refund,100.07,Mobile App,Successful
T003045,C01186,P001,2023-11-23,2023-11,Transfer,608.42,Branch,Successful
T003046,C00365,P002,2024-12-15,2024-12,Transfer,794.88,Call Centre,Successful
T003047,C01410,P010,2023-07-27,2023-07,Withdrawal,200.0,Online Banking,Successful
T003048,C01177,P004,2024-12-13,2024-12,Refund,238.83,Branch,Successful
T003049,C00559,P009,2023-10-16,2023-10,Bill Payment,840.54,Mobile App,Failed
T003050,C01784,P007,2023-12-05,2023-12,Transfer,199.27,Branch,Successful
T003051,C00608,P004,2023-05-29,2023-05,Refund,545.65,Mobile App,Successful
T003052,C00303,P005,2023-06-30,2023-06,Transfer,360.06,Online Banking,Successful
T003053,C01606,P006,2024-10-05,2024-10,Refund,356.32,Online Banking,Successful
T003054,C00051,P003,2023-02-05,2023-02,Transfer,181.55,Call Centre,Successful
T003055,C00133,P006,2024-12-28,2024-12,Transfer,64.18,Mobile App,Successful
T003056,C00202,P001,2024-09-13,2024-09,Purchase,71.26,Online Banking,Successful
T003057,C01482,P004,2023-08-18,2023-08,Top-Up,533.94,Online Banking,Successful
T003058,C00647,P008,2024-12-26,2024-12,Withdrawal,2000.0,Online Banking,Successful
T003059,C01783,P001,2023-01-03,2023-01,Bill Payment,210.11,Mobile App,Successful
T003060,C00831,P005,2023-08-27,2023-08,Transfer,153.5,Online Banking,Successful
T003061,C00301,P002,2024-04-18,2024-04,Purchase,174.91,ATM,Successful
T003062,C00126,P002,2023-07-08,2023-07,Transfer,774.02,Mobile App,Successful
T003063,C01131,P004,2023-08-06,2023-08,Refund,169.23,Mobile App,Successful
T003064,C00964,P002,2024-04-04,2024-04,Bill Payment,55.97,Call Centre,Successful
T003065,C01084,P002,2024-04-09,2024-04,Transfer,554.47,Online Banking,Successful
T003066,C01238,P002,2024-05-20,2024-05,Top-Up,195.32,Online Banking,Successful
T003067,C01153,P004,2023-02-01,2023-02,Withdrawal,100.0,ATM,Successful
T003068,C01477,P006,2024-08-26,2024-08,Purchase,1434.16,Online Banking,Successful
T003069,C00388,P004,2024-10-28,2024-10,Purchase,239.22,Mobile App,Reversed
T003070,C00770,P005,2024-10-21,2024-10,Transfer,336.33,Mobile App,Successful
T003071,C00528,P005,2023-02-14,2023-02,Transfer,66.9,Mobile App,Successful
T003072,C00607,P006,2023-06-02,2023-06,Top-Up,192.17,Online Banking,Successful
T003073,C01723,P006,2024-04-23,2024-04,Purchase,478.42,Mobile App,Failed
T003074,C00783,P006,2023-01-07,2023-01,Bill Payment,44.22,Online Banking,Successful
T003075,C00961,P009,2024-10-25,2024-10,Transfer,305.19,Branch,Failed
T003076,C00374,P008,2023-04-24,2023-04,Bill Payment,273.38,Call Centre,Successful
T003077,C01557,P003,2024-10-08,2024-10,Bill Payment,256.06,Mobile App,Successful
T003078,C00133,P002,2024-07-28,2024-07,Transfer,765.76,Call Centre,Successful
T003079,C00241,P001,2024-09-12,2024-09,Refund,353.5,Mobile App,Successful
T003080,C00007,P010,2024-10-26,2024-10,Purchase,1243.74,Online Banking,Successful
T003081,C01669,P009,2023-03-10,2023-03,Bill Payment,82.03,Branch,Successful
T003082,C00279,P008,2024-12-07,2024-12,Transfer,284.15,Online Banking,Successful
T003083,C01903,P009,2024-04-17,2024-04,Transfer,268.52,Mobile App,Successful
T003084,C00102,P002,2023-10-12,2023-10,Bill Payment,75.48,Mobile App,Successful
T003085,C01038,P003,2023-04-13,2023-04,Purchase,700.59,Online Banking,Successful
T003086,C01583,P010,2024-02-15,2024-02,Transfer,3156.25,Branch,Successful
T003087,C00415,P006,2024-08-31,2024-08,Transfer,240.16,Mobile App,Successful
T003088,C00230,P010,2023-06-21,2023-06,Purchase,426.46,Online Banking,Successful
T003089,C01730,P002,2023-07-29,2023-07,Transfer,268.53,Online Banking,Successful
T003090,C01708,P010,2024-11-09,2024-11,Transfer,111.62,Online Banking,Successful
T003091,C01373,P010,2023-06-28,2023-06,Transfer,33.02,Branch,Successful
T003092,C00870,P008,2023-09-30,2023-09,Refund,112.58,Mobile App,Successful
T003093,C00969,P004,2024-01-07,2024-01,Transfer,52.92,Mobile App,Successful
T003094,C01004,P008,2023-09-26,2023-09,Transfer,1594.81,ATM,Successful
T003095,C00924,P010,2023-09-02,2023-09,Transfer,215.59,ATM,Successful
T003096,C01366,P006,2024-11-01,2024-11,Bill Payment,167.25,Online Banking,Successful
T003097,C00792,P010,2024-08-15,2024-08,Bill Payment,650.71,Mobile App,Successful
T003098,C00297,P001,2023-03-24,2023-03,Bill Payment,71.24,Branch,Successful
T003099,C00521,P007,2024-10-17,2024-10,Bill Payment,105.26,Branch,Successful
T003100,C00230,P010,2023-04-02,2023-04,Bill Payment,263.72,ATM,Successful
T003101,C00432,P006,2023-09-02,2023-09,Bill Payment,758.73,Online Banking,Successful
T003102,C01567,P009,2024-05-04,2024-05,Bill Payment,424.9,Branch,Successful
T003103,C01087,P003,2024-06-11,2024-06,Withdrawal,2000.0,Mobile App,Successful
T003104,C00483,P006,2023-12-06,2023-12,Purchase,266.65,Mobile App,Successful
T003105,C01226,P005,2024-07-16,2024-07,Top-Up,380.03,Online Banking,Successful
T003106,C00233,P003,2024-07-25,2024-07,Purchase,305.46,Mobile App,Successful
T003107,C00404,P005,2024-01-13,2024-01,Purchase,78.81,Online Banking,Failed
T003108,C01640,P003,2023-05-21,2023-05,Bill Payment,257.41,Branch,Successful
T003109,C01046,P007,2023-12-10,2023-12,Refund,75.11,Branch,Successful
T003110,C01334,P005,2024-12-03,2024-12,Bill Payment,267.52,Call Centre,Successful
T003111,C01553,P001,2023-11-20,2023-11,Transfer,144.21,Mobile App,Successful
T003112,C01485,P008,2024-07-30,2024-07,Purchase,3997.08,Online Banking,Successful
T003113,C00258,P005,2023-08-05,2023-08,Transfer,234.19,Online Banking,Successful
T003114,C01030,P002,2023-03-12,2023-03,Bill Payment,52.21,Mobile App,Successful
T003115,C01204,P003,2024-04-15,2024-04,Purchase,211.11,Mobile App,Successful
T003116,C01502,P004,2024-01-25,2024-01,Bill Payment,433.24,Call Centre,Successful
T003117,C00722,P007,2023-07-10,2023-07,Refund,1541.79,Online Banking,Successful
T003118,C00206,P007,2024-07-02,2024-07,Transfer,127.95,Call Centre,Successful
T003119,C00010,P009,2024-07-03,2024-07,Transfer,42.92,Branch,Successful
T003120,C00558,P004,2024-08-16,2024-08,Bill Payment,600.96,Online Banking,Successful
T003121,C00124,P002,2023-01-17,2023-01,Purchase,53.59,Call Centre,Successful
T003122,C01215,P008,2023-09-24,2023-09,Bill Payment,151.45,Online Banking,Successful
T003123,C00308,P002,2023-01-02,2023-01,Purchase,184.31,Mobile App,Successful
T003124,C01118,P010,2024-03-01,2024-03,Bill Payment,226.65,ATM,Successful
T003125,C00439,P003,2024-10-04,2024-10,Bill Payment,522.22,Online Banking,Failed
T003126,C00658,P004,2024-06-25,2024-06,Transfer,115.35,Mobile App,Successful
T003127,C00207,P002,2023-11-29,2023-11,Bill Payment,181.07,Branch,Successful
T003128,C00939,P006,2024-02-10,2024-02,Purchase,240.88,Branch,Failed
T003129,C00844,P005,2024-12-04,2024-12,Purchase,288.46,Online Banking,Successful
T003130,C00685,P006,2023-10-18,2023-10,Transfer,272.49,Online Banking,Successful
T003131,C01970,P002,2023-08-25,2023-08,Transfer,395.28,Online Banking,Successful
T003132,C01453,P003,2023-05-28,2023-05,Bill Payment,619.07,Mobile App,Successful
T003133,C01714,P002,2024-03-31,2024-03,Purchase,376.87,Online Banking,Successful
T003134,C00785,P001,2024-10-01,2024-10,Refund,403.0,Call Centre,Successful
T003135,C01404,P001,2024-11-08,2024-11,Purchase,42.93,Branch,Successful
T003136,C01898,P010,2024-06-22,2024-06,Refund,258.59,Branch,Successful
T003137,C01585,P006,2023-04-21,2023-04,Transfer,414.66,Online Banking,Successful
T003138,C01296,P002,2023-07-01,2023-07,Purchase,545.57,Online Banking,Successful
T003139,C00219,P008,2023-12-13,2023-12,Transfer,114.25,Online Banking,Successful
T003140,C01244,P006,2024-03-22,2024-03,Purchase,118.52,Call Centre,Successful
T003141,C01955,P006,2023-10-04,2023-10,Purchase,130.12,Online Banking,Successful
T003142,C00803,P006,2023-01-13,2023-01,Purchase,441.45,Online Banking,Failed
T003143,C01639,P002,2023-12-03,2023-12,Refund,763.01,Mobile App,Successful
T003144,C01131,P002,2024-03-25,2024-03,Bill Payment,156.3,Branch,Successful
T003145,C00970,P009,2023-06-24,2023-06,Bill Payment,664.32,Mobile App,Successful
T003146,C01645,P005,2024-08-29,2024-08,Purchase,280.29,Branch,Successful
T003147,C00238,P002,2024-10-28,2024-10,Purchase,213.43,Mobile App,Successful
T003148,C00554,P009,2023-04-26,2023-04,Purchase,193.93,Online Banking,Successful
T003149,C00444,P009,2024-01-06,2024-01,Bill Payment,556.28,Online Banking,Successful
T003150,C00389,P010,2023-05-04,2023-05,Purchase,350.07,Online Banking,Successful
T003151,C00012,P002,2023-06-16,2023-06,Withdrawal,100.0,Branch,Successful
T003152,C00088,P003,2023-02-22,2023-02,Bill Payment,95.83,Mobile App,Successful
T003153,C00630,P007,2024-09-25,2024-09,Top-Up,432.64,Mobile App,Successful
T003154,C00826,P006,2024-10-01,2024-10,Purchase,136.71,Branch,Successful
T003155,C00949,P003,2024-09-06,2024-09,Purchase,94.05,Mobile App,Successful
T003156,C01369,P006,2024-09-13,2024-09,Top-Up,241.78,Call Centre,Successful
T003157,C00560,P010,2023-05-07,2023-05,Top-Up,284.6,ATM,Successful
T003158,C00307,P002,2024-07-27,2024-07,Bill Payment,6063.19,Call Centre,Successful
T003159,C00127,P009,2023-11-19,2023-11,Refund,199.82,Online Banking,Successful
T003160,C01698,P009,2023-06-24,2023-06,Refund,70.58,Online Banking,Successful
T003161,C00514,P001,2023-05-09,2023-05,Purchase,330.4,Mobile App,Successful
T003162,C00516,P007,2023-06-28,2023-06,Top-Up,24.98,Mobile App,Successful
T003163,C00498,P003,2023-01-11,2023-01,Top-Up,221.15,Online Banking,Failed
T003164,C01982,P005,2023-06-12,2023-06,Purchase,249.04,Online Banking,Successful
T003165,C01667,P008,2024-04-30,2024-04,Transfer,586.43,Online Banking,Successful
T003166,C01882,P004,2024-10-29,2024-10,Top-Up,714.07,ATM,Successful
T003167,C01539,P009,2024-05-20,2024-05,Bill Payment,140.62,Call Centre,Successful
T003168,C00810,P008,2023-11-06,2023-11,Purchase,207.33,Mobile App,Successful
T003169,C01772,P008,2024-05-13,2024-05,Refund,105.35,Branch,Successful
T003170,C00693,P003,2023-10-27,2023-10,Withdrawal,100.0,Branch,Successful
T003171,C01432,P001,2024-01-15,2024-01,Refund,344.08,Branch,Successful
T003172,C01647,P010,2024-05-19,2024-05,Top-Up,60.28,Branch,Successful
T003173,C01648,P003,2023-12-19,2023-12,Purchase,155.08,Online Banking,Successful
T003174,C00133,P007,2024-11-13,2024-11,Top-Up,81.88,Mobile App,Successful
T003175,C00365,P008,2024-03-20,2024-03,Withdrawal,2000.0,Mobile App,Successful
T003176,C00654,P003,2023-08-13,2023-08,Bill Payment,1775.03,Branch,Successful
T003177,C01629,P009,2024-08-13,2024-08,Purchase,58.45,Online Banking,Successful
T003178,C01374,P003,2024-04-15,2024-04,Transfer,31.87,Online Banking,Successful
T003179,C01812,P001,2023-10-08,2023-10,Purchase,213.28,Call Centre,Successful
T003180,C01873,P008,2024-10-28,2024-10,Purchase,248.95,Mobile App,Successful
T003181,C01186,P004,2023-03-14,2023-03,Withdrawal,2000.0,Online Banking,Successful
T003182,C00384,P002,2024-10-28,2024-10,Purchase,149.76,Online Banking,Successful
T003183,C01475,P001,2023-12-21,2023-12,Purchase,196.23,Mobile App,Successful
T003184,C01343,P001,2024-05-22,2024-05,Transfer,366.6,Branch,Successful
T003185,C01882,P005,2024-08-02,2024-08,Purchase,768.53,Mobile App,Successful
T003186,C01870,P007,2023-07-22,2023-07,Withdrawal,500.0,Online Banking,Successful
T003187,C01963,P007,2023-05-09,2023-05,Withdrawal,200.0,Mobile App,Successful
T003188,C00667,P010,2024-01-03,2024-01,Purchase,309.57,Mobile App,Successful
T003189,C00573,P006,2023-10-12,2023-10,Bill Payment,89.14,Online Banking,Successful
T003190,C00682,P006,2023-04-14,2023-04,Purchase,1643.01,Call Centre,Successful
T003191,C00071,P006,2024-09-19,2024-09,Purchase,121.64,Online Banking,Successful
T003192,C00427,P006,2023-04-23,2023-04,Refund,233.83,Mobile App,Successful
T003193,C00054,P010,2024-02-25,2024-02,Transfer,451.07,Online Banking,Successful
T003194,C01763,P007,2023-08-23,2023-08,Transfer,127.69,Online Banking,Successful
T003195,C01931,P006,2023-02-01,2023-02,Purchase,32.1,Mobile App,Successful
T003196,C01888,P003,2023-05-25,2023-05,Purchase,152.7,Branch,Successful
T003197,C00998,P009,2024-04-22,2024-04,Refund,759.29,ATM,Reversed
T003198,C00407,P003,2023-08-10,2023-08,Bill Payment,168.92,Mobile App,Successful
T003199,C00165,P008,2023-03-06,2023-03,Refund,96.44,Call Centre,Successful
T003200,C01340,P010,2023-08-24,2023-08,Transfer,677.38,Call Centre,Successful
T003201,C01520,P006,2023-05-23,2023-05,Top-Up,170.06,Branch,Successful
T003202,C00904,P006,2024-08-18,2024-08,Transfer,139.61,Mobile App,Successful
T003203,C01673,P004,2023-03-14,2023-03,Purchase,288.42,Mobile App,Failed
T003204,C00489,P002,2023-01-17,2023-01,Top-Up,571.25,Mobile App,Successful
T003205,C00494,P001,2024-03-18,2024-03,Bill Payment,3360.63,Online Banking,Failed
T003206,C01820,P005,2024-11-20,2024-11,Withdrawal,100.0,Online Banking,Successful
T003207,C00196,P009,2023-01-20,2023-01,Purchase,876.4,Online Banking,Successful
T003208,C00763,P002,2024-11-24,2024-11,Purchase,140.25,Branch,Successful
T003209,C00314,P005,2023-03-19,2023-03,Bill Payment,79.17,Branch,Successful
T003210,C00094,P003,2024-06-14,2024-06,Purchase,262.06,Online Banking,Successful
T003211,C01127,P008,2024-06-29,2024-06,Transfer,275.31,Mobile App,Successful
T003212,C01556,P002,2023-10-16,2023-10,Bill Payment,74.71,Mobile App,Successful
T003213,C01750,P001,2023-08-03,2023-08,Bill Payment,201.78,ATM,Successful
T003214,C01320,P005,2024-11-11,2024-11,Transfer,379.65,Online Banking,Successful
T003215,C00626,P003,2023-04-17,2023-04,Purchase,363.74,Online Banking,Successful
T003216,C01649,P001,2023-10-29,2023-10,Withdrawal,100.0,Branch,Successful
T003217,C00227,P004,2023-05-05,2023-05,Purchase,336.99,Online Banking,Failed
T003218,C00933,P010,2023-11-07,2023-11,Purchase,140.09,Mobile App,Successful
T003219,C00301,P003,2024-11-26,2024-11,Purchase,139.03,ATM,Successful
T003220,C01763,P008,2023-05-14,2023-05,Bill Payment,65.44,Mobile App,Successful
T003221,C00158,P009,2024-09-06,2024-09,Refund,1742.81,Mobile App,Successful
T003222,C01018,P009,2024-04-09,2024-04,Transfer,248.34,Mobile App,Successful
T003223,C00760,P002,2023-08-11,2023-08,Transfer,191.07,Mobile App,Successful
T003224,C01618,P004,2024-09-13,2024-09,Transfer,88.09,Mobile App,Successful
T003225,C01259,P008,2024-10-20,2024-10,Bill Payment,6180.93,Online Banking,Successful
T003226,C00976,P004,2023-02-09,2023-02,Purchase,75.14,Branch,Successful
T003227,C00700,P009,2024-02-24,2024-02,Refund,152.67,Call Centre,Successful
T003228,C01509,P008,2023-08-17,2023-08,Purchase,386.61,Mobile App,Successful
T003229,C00063,P008,2024-08-15,2024-08,Bill Payment,473.54,Mobile App,Successful
T003230,C00083,P004,2024-10-03,2024-10,Bill Payment,701.85,Branch,Successful
T003231,C01649,P006,2024-06-06,2024-06,Transfer,1787.14,Online Banking,Successful
T003232,C01572,P009,2024-10-14,2024-10,Transfer,427.0,Mobile App,Successful
T003233,C00068,P006,2023-10-13,2023-10,Withdrawal,1000.0,Online Banking,Successful
T003234,C00375,P008,2023-03-25,2023-03,Bill Payment,184.45,Online Banking,Successful
T003235,C00841,P004,2024-06-12,2024-06,Transfer,343.3,Online Banking,Successful
T003236,C00288,P001,2024-04-24,2024-04,Top-Up,2380.46,Branch,Successful
T003237,C00940,P009,2024-11-03,2024-11,Purchase,52.58,Branch,Successful
T003238,C00736,P006,2023-12-11,2023-12,Withdrawal,2000.0,Online Banking,Successful
T003239,C01556,P001,2024-04-05,2024-04,Withdrawal,1000.0,Mobile App,Successful
T003240,C00934,P008,2024-12-16,2024-12,Top-Up,614.99,Call Centre,Successful
T003241,C01644,P010,2023-06-18,2023-06,Bill Payment,218.72,Call Centre,Successful
T003242,C01994,P002,2023-02-02,2023-02,Bill Payment,96.87,Mobile App,Successful
T003243,C01365,P001,2023-10-11,2023-10,Purchase,558.89,Mobile App,Successful
T003244,C01557,P002,2023-05-08,2023-05,Withdrawal,300.0,Online Banking,Successful
T003245,C00752,P008,2024-07-04,2024-07,Bill Payment,712.84,Call Centre,Successful
T003246,C01931,P001,2024-12-11,2024-12,Top-Up,241.14,Mobile App,Successful
T003247,C00168,P009,2024-03-04,2024-03,Purchase,126.49,Online Banking,Failed
T003248,C00259,P005,2023-11-04,2023-11,Withdrawal,500.0,Branch,Successful
T003249,C01124,P007,2024-04-26,2024-04,Purchase,602.63,Call Centre,Failed
T003250,C01029,P008,2024-04-22,2024-04,Withdrawal,200.0,Online Banking,Successful
T003251,C01591,P001,2024-12-10,2024-12,Purchase,84.58,Online Banking,Successful
T003252,C00060,P008,2023-09-08,2023-09,Purchase,135.31,Call Centre,Successful
T003253,C01583,P009,2024-08-02,2024-08,Top-Up,146.43,Call Centre,Successful
T003254,C00526,P010,2024-11-26,2024-11,Purchase,47.88,Online Banking,Successful
T003255,C00535,P004,2024-06-09,2024-06,Top-Up,99.54,Call Centre,Successful
T003256,C01219,P009,2024-08-27,2024-08,Bill Payment,70.3,Online Banking,Successful
T003257,C00330,P005,2024-04-23,2024-04,Purchase,155.44,Call Centre,Successful
T003258,C01903,P004,2023-03-02,2023-03,Purchase,108.57,Online Banking,Failed
T003259,C00502,P003,2023-09-11,2023-09,Purchase,40.87,Online Banking,Successful
T003260,C00777,P006,2023-04-10,2023-04,Transfer,2263.91,Branch,Successful
T003261,C01218,P002,2024-05-01,2024-05,Purchase,970.48,Online Banking,Successful
T003262,C01555,P008,2023-10-05,2023-10,Purchase,103.86,Call Centre,Successful
T003263,C00781,P008,2023-10-31,2023-10,Purchase,330.19,Call Centre,Failed
T003264,C01411,P006,2023-08-04,2023-08,Transfer,387.3,Online Banking,Successful
T003265,C01376,P003,2023-07-30,2023-07,Purchase,907.05,Call Centre,Successful
T003266,C01305,P002,2023-04-27,2023-04,Bill Payment,99.44,ATM,Successful
T003267,C00282,P001,2024-01-24,2024-01,Purchase,813.48,Branch,Successful
T003268,C01331,P010,2023-07-28,2023-07,Purchase,133.93,Branch,Successful
T003269,C00362,P002,2024-11-22,2024-11,Transfer,56.29,Online Banking,Successful
T003270,C01606,P008,2024-10-31,2024-10,Top-Up,542.7,Online Banking,Successful
T003271,C01672,P004,2024-07-27,2024-07,Purchase,1012.15,Branch,Successful
T003272,C00246,P002,2024-02-24,2024-02,Purchase,4216.24,Mobile App,Successful
T003273,C01273,P010,2024-09-17,2024-09,Transfer,65.39,Mobile App,Successful
T003274,C01438,P002,2024-06-30,2024-06,Purchase,527.85,Call Centre,Successful
T003275,C00899,P006,2024-07-02,2024-07,Top-Up,155.9,Online Banking,Successful
T003276,C01314,P010,2024-01-13,2024-01,Purchase,579.23,Branch,Successful
T003277,C01189,P005,2023-02-02,2023-02,Purchase,48.54,Online Banking,Successful
T003278,C01137,P006,2024-08-30,2024-08,Purchase,61.0,Online Banking,Successful
T003279,C00423,P006,2024-10-22,2024-10,Purchase,104.22,Mobile App,Successful
T003280,C01897,P008,2023-11-20,2023-11,Purchase,266.9,Mobile App,Successful
T003281,C00181,P010,2024-12-03,2024-12,Refund,120.88,Mobile App,Successful
T003282,C00434,P006,2023-09-23,2023-09,Withdrawal,300.0,Call Centre,Successful
T003283,C00575,P008,2024-05-19,2024-05,Transfer,757.17,Online Banking,Successful
T003284,C00561,P010,2024-02-04,2024-02,Purchase,473.21,Mobile App,Successful
T003285,C00875,P005,2023-02-24,2023-02,Purchase,1451.96,Branch,Successful
T003286,C01790,P009,2023-05-19,2023-05,Transfer,386.61,Mobile App,Successful
T003287,C01520,P008,2024-01-08,2024-01,Withdrawal,200.0,Mobile App,Successful
T003288,C01609,P009,2023-12-27,2023-12,Refund,1096.32,Call Centre,Successful
T003289,C00778,P001,2024-08-19,2024-08,Purchase,125.75,Branch,Successful
T003290,C00521,P001,2024-04-24,2024-04,Purchase,666.11,Online Banking,Successful
T003291,C00726,P004,2024-09-09,2024-09,Transfer,1381.75,Branch,Successful
T003292,C01175,P010,2023-08-16,2023-08,Purchase,404.38,Mobile App,Successful
T003293,C00064,P008,2024-07-31,2024-07,Purchase,47.19,ATM,Successful
T003294,C01922,P002,2024-12-24,2024-12,Transfer,89.12,Online Banking,Successful
T003295,C01585,P001,2023-08-11,2023-08,Purchase,1048.4,Branch,Successful
T003296,C01536,P010,2023-11-01,2023-11,Purchase,203.15,Mobile App,Successful
T003297,C01088,P005,2023-10-01,2023-10,Top-Up,267.08,Mobile App,Successful
T003298,C00319,P004,2024-03-13,2024-03,Purchase,563.8,Call Centre,Successful
T003299,C00542,P010,2024-02-29,2024-02,Bill Payment,526.34,Online Banking,Successful
T003300,C01239,P006,2024-12-29,2024-12,Bill Payment,332.51,Call Centre,Successful
T003301,C01794,P002,2023-06-27,2023-06,Transfer,194.51,Online Banking,Successful
T003302,C01454,P005,2024-11-28,2024-11,Bill Payment,173.48,Mobile App,Successful
T003303,C01494,P002,2024-06-25,2024-06,Purchase,628.72,Call Centre,Failed
T003304,C00574,P001,2023-06-15,2023-06,Purchase,449.86,ATM,Successful
T003305,C01364,P003,2024-05-02,2024-05,Transfer,184.37,Mobile App,Successful
T003306,C00555,P001,2024-11-13,2024-11,Purchase,804.58,Branch,Successful
T003307,C00798,P006,2024-11-10,2024-11,Transfer,212.31,Branch,Successful
T003308,C00474,P009,2023-03-23,2023-03,Top-Up,95.89,ATM,Successful
T003309,C01921,P003,2024-12-25,2024-12,Refund,106.18,Branch,Successful
T003310,C00332,P001,2024-05-03,2024-05,Withdrawal,300.0,Mobile App,Successful
T003311,C00731,P003,2024-06-22,2024-06,Top-Up,181.34,ATM,Successful
T003312,C01908,P007,2024-05-17,2024-05,Transfer,950.6,Online Banking,Successful
T003313,C00431,P006,2024-12-16,2024-12,Purchase,100.93,Call Centre,Successful
T003314,C01309,P008,2023-07-18,2023-07,Bill Payment,301.06,Branch,Successful
T003315,C01974,P004,2024-09-14,2024-09,Transfer,118.82,Mobile App,Successful
T003316,C01690,P006,2023-05-03,2023-05,Purchase,183.77,Branch,Successful
T003317,C00904,P003,2023-03-11,2023-03,Purchase,46.48,Call Centre,Successful
T003318,C01954,P009,2024-01-30,2024-01,Top-Up,191.98,Mobile App,Successful
T003319,C01990,P006,2023-08-10,2023-08,Refund,197.73,Branch,Successful
T003320,C00976,P004,2023-04-25,2023-04,Top-Up,443.33,Online Banking,Successful
T003321,C01163,P009,2023-07-19,2023-07,Purchase,312.81,Mobile App,Successful
T003322,C01659,P010,2024-01-06,2024-01,Purchase,65.48,Mobile App,Successful
T003323,C00957,P008,2023-08-22,2023-08,Purchase,806.43,Branch,Successful
T003324,C00395,P005,2023-03-29,2023-03,Bill Payment,308.38,Mobile App,Successful
T003325,C01572,P003,2024-12-01,2024-12,Bill Payment,304.37,Mobile App,Reversed
T003326,C01243,P001,2024-06-22,2024-06,Purchase,242.23,Mobile App,Successful
T003327,C01245,P001,2024-04-28,2024-04,Purchase,138.44,Branch,Successful
T003328,C00979,P002,2023-06-10,2023-06,Top-Up,310.93,Branch,Successful
T003329,C01542,P005,2023-12-22,2023-12,Purchase,412.88,Mobile App,Successful
T003330,C00663,P010,2024-02-28,2024-02,Withdrawal,200.0,Online Banking,Successful
T003331,C00672,P010,2024-09-30,2024-09,Transfer,135.28,Mobile App,Successful
T003332,C00943,P006,2024-04-01,2024-04,Withdrawal,100.0,Online Banking,Successful
T003333,C01678,P009,2024-06-22,2024-06,Transfer,324.34,Mobile App,Successful
T003334,C01815,P010,2023-10-17,2023-10,Top-Up,909.27,Mobile App,Successful
T003335,C01956,P005,2023-05-05,2023-05,Top-Up,104.7,ATM,Successful
T003336,C01052,P009,2024-03-09,2024-03,Transfer,141.49,Online Banking,Successful
T003337,C00993,P006,2023-12-15,2023-12,Bill Payment,139.24,Online Banking,Reversed
T003338,C01204,P006,2024-08-11,2024-08,Withdrawal,300.0,Online Banking,Successful
T003339,C01698,P008,2023-06-30,2023-06,Refund,167.02,Online Banking,Successful
T003340,C01387,P007,2023-05-12,2023-05,Transfer,571.28,Mobile App,Failed
T003341,C00214,P009,2023-05-08,2023-05,Purchase,76.77,Mobile App,Successful
T003342,C01625,P004,2024-10-28,2024-10,Bill Payment,391.74,Mobile App,Successful
T003343,C00095,P005,2024-02-15,2024-02,Purchase,37.63,Mobile App,Successful
T003344,C01357,P004,2023-10-30,2023-10,Bill Payment,131.96,Online Banking,Successful
T003345,C00587,P002,2024-03-11,2024-03,Withdrawal,2000.0,Mobile App,Successful
T003346,C00526,P001,2024-03-28,2024-03,Bill Payment,1544.33,Mobile App,Successful
T003347,C01424,P007,2024-07-31,2024-07,Transfer,180.86,Call Centre,Failed
T003348,C01840,P006,2024-06-29,2024-06,Transfer,21.73,Online Banking,Successful
T003349,C01539,P002,2023-02-25,2023-02,Transfer,27.15,Call Centre,Successful
T003350,C01313,P003,2024-03-15,2024-03,Purchase,254.02,Branch,Successful
T003351,C00484,P010,2024-04-05,2024-04,Transfer,480.65,Call Centre,Successful
T003352,C00969,P001,2023-03-16,2023-03,Top-Up,369.81,Online Banking,Successful
T003353,C01728,P002,2024-03-17,2024-03,Bill Payment,294.22,Online Banking,Successful
T003354,C01069,P003,2023-09-22,2023-09,Top-Up,878.74,ATM,Successful
T003355,C00030,P005,2024-03-26,2024-03,Purchase,135.16,Branch,Successful
T003356,C00412,P007,2023-12-19,2023-12,Purchase,654.85,Mobile App,Successful
