complaint_id,customer_id,product_id,complaint_category,filed_date,resolved_date,resolution_days,sla_target_days,sla_breached,channel,status,csat_score
CMP00260,C00547,P003,Transaction Dispute,2024-04-30,2024-05-02,2,5,0,Mobile App,Resolved,3
CMP00261,C00646,P009,Fraud Report,2023-02-04,2023-02-14,10,1,1,Mobile App,Resolved,4
CMP00262,C01712,P007,Online Banking Issue,2023-10-01,2023-10-04,3,3,0,Online Banking,Resolved,5
CMP00263,C00843,P004,Card Blocked / Lost,2024-02-20,2024-02-21,1,2,0,Branch,Resolved,4
CMP00264,C00502,P009,Account Access,2023-09-20,2023-09-21,1,3,0,Mobile App,Resolved,3
CMP00265,C00474,P009,Account Access,2024-12-02,2024-12-09,7,3,1,Mobile App,Escalated,2
CMP00266,C00600,P010,Incorrect Charges,2023-04-05,2023-04-06,1,5,0,Online Banking,Resolved,5
CMP00267,C01382,P001,Loan Statement Error,2024-07-12,2024-07-17,5,7,0,Branch,Pending,5
CMP00268,C01270,P008,Account Access,2024-02-21,2024-02-25,4,3,1,Online Banking,Resolved,3
CMP00269,C01896,P007,Card Blocked / Lost,2024-04-11,2024-04-12,1,2,0,Call Centre,Resolved,4
CMP00270,C01881,P008,Account Access,2024-03-03,2024-03-13,10,3,1,ATM,Resolved,3
CMP00271,C01698,P005,Fraud Report,2023-04-10,2023-04-11,1,1,0,Mobile App,Resolved,5
CMP00272,C01677,P004,Online Banking Issue,2024-12-11,2024-12-12,1,3,0,Online Banking,Escalated,4
CMP00273,C01447,P002,Incorrect Charges,2024-12-02,2024-12-07,5,5,0,Mobile App,Resolved,3
CMP00274,C00108,P010,Card Blocked / Lost,2024-09-13,2024-09-21,8,2,1,Call Centre,Escalated,5
CMP00275,C01161,P006,Fraud Report,2023-05-06,2023-05-07,1,1,0,Branch,Resolved,3
CMP00276,C01422,P004,Incorrect Charges,2024-04-20,2024-05-03,13,5,1,Call Centre,Resolved,2
CMP00277,C01892,P005,Account Access,2023-11-30,2023-12-01,1,3,0,Mobile App,Resolved,4
CMP00278,C00872,P003,Account Access,2024-02-27,2024-02-28,1,3,0,Mobile App,Resolved,4
CMP00279,C00867,P007,Online Banking Issue,2023-03-19,2023-03-20,1,3,0,Online Banking,Pending,3
CMP00280,C01268,P008,Online Banking Issue,2023-07-31,2023-08-02,2,3,0,Branch,Pending,4
CMP00281,C00478,P002,Online Banking Issue,2023-12-31,2024-01-01,1,3,0,Call Centre,Resolved,5
CMP00282,C00485,P008,Incorrect Charges,2023-10-09,2023-10-12,3,5,0,Online Banking,Resolved,4
CMP00283,C01293,P001,Online Banking Issue,2024-04-21,2024-05-02,11,3,1,Online Banking,Pending,2
CMP00284,C01275,P004,Card Blocked / Lost,2023-01-29,2023-01-31,2,2,0,Mobile App,Resolved,4
CMP00285,C01674,P007,Transaction Dispute,2024-12-24,2024-12-28,4,5,0,Branch,Pending,5
CMP00286,C01646,P005,Fraud Report,2024-11-29,2024-12-09,10,1,1,Branch,Resolved,4
CMP00287,C01820,P001,Poor Service,2023-04-11,2023-05-01,20,10,1,Branch,Resolved,2
CMP00288,C00250,P006,Loan Statement Error,2023-02-10,2023-02-23,13,7,1,Mobile App,Resolved,4
CMP00289,C00127,P007,Poor Service,2024-04-26,2024-05-02,6,10,0,Online Banking,Escalated,4
CMP00290,C00794,P010,Incorrect Charges,2023-12-09,2023-12-22,13,5,1,Call Centre,Resolved,5
CMP00291,C00570,P004,Transaction Dispute,2024-02-07,2024-02-10,3,5,0,Online Banking,Resolved,4
CMP00292,C01832,P001,Loan Statement Error,2023-12-08,2023-12-17,9,7,1,Online Banking,Escalated,5
CMP00293,C01675,P004,Loan Statement Error,2023-05-23,2023-05-25,2,7,0,Online Banking,Resolved,4
CMP00294,C01415,P001,Poor Service,2024-07-20,2024-07-26,6,10,0,Online Banking,Escalated,5
CMP00295,C00624,P006,Account Access,2024-01-04,2024-01-13,9,3,1,Call Centre,Pending,4
CMP00296,C01166,P009,Transaction Dispute,2023-10-15,2023-10-19,4,5,0,Call Centre,Escalated,4
CMP00297,C00741,P004,Incorrect Charges,2023-12-25,2023-12-28,3,5,0,Branch,Resolved,4
CMP00298,C01580,P002,Poor Service,2024-01-29,2024-01-30,1,10,0,Branch,Escalated,2
CMP00299,C01306,P005,Poor Service,2023-01-11,2023-01-17,6,10,0,Online Banking,Resolved,4
CMP00300,C00929,P010,Account Access,2024-06-30,2024-07-02,2,3,0,Mobile App,Pending,4
CMP00301,C01202,P003,Account Access,2024-08-07,2024-08-09,2,3,0,Branch,Pending,5
CMP00302,C00621,P004,Incorrect Charges,2023-09-26,2023-09-27,1,5,0,Online Banking,Resolved,3
CMP00303,C00024,P010,Transaction Dispute,2023-06-26,2023-07-10,14,5,1,Online Banking,Resolved,4
CMP00304,C00898,P008,Online Banking Issue,2024-02-13,2024-02-14,1,3,0,Mobile App,Resolved,5
CMP00305,C01732,P001,Online Banking Issue,2023-01-18,2023-01-21,3,3,0,Call Centre,Resolved,5
CMP00306,C00231,P003,Loan Statement Error,2024-09-02,2024-09-14,12,7,1,Mobile App,Resolved,3
CMP00307,C00252,P007,Account Access,2024-04-24,2024-04-25,1,3,0,Mobile App,Escalated,5
CMP00308,C00692,P003,Incorrect Charges,2023-06-22,2023-07-05,13,5,1,Call Centre,Resolved,5
CMP00309,C00873,P005,Incorrect Charges,2023-05-17,2023-05-18,1,5,0,Call Centre,Resolved,1
CMP00310,C01883,P003,Online Banking Issue,2023-09-13,2023-09-15,2,3,0,Branch,Resolved,4
CMP00311,C01691,P009,Loan Statement Error,2023-02-08,2023-02-13,5,7,0,Call Centre,Resolved,2
CMP00312,C01721,P007,Transaction Dispute,2024-12-02,2024-12-07,5,5,0,Mobile App,Resolved,5
CMP00313,C00575,P004,Transaction Dispute,2023-08-20,2023-08-27,7,5,1,Mobile App,Resolved,5
CMP00314,C00129,P007,Card Blocked / Lost,2024-09-20,2024-09-21,1,2,0,Call Centre,Pending,5
CMP00315,C01606,P006,Poor Service,2023-07-19,2023-07-22,3,10,0,Branch,Resolved,3
CMP00316,C00152,P009,Transaction Dispute,2024-05-11,2024-05-24,13,5,1,Branch,Escalated,4
CMP00317,C01007,P010,Poor Service,2024-10-27,2024-11-06,10,10,0,Online Banking,Escalated,5
CMP00318,C01721,P007,Transaction Dispute,2023-06-20,2023-06-22,2,5,0,Branch,Pending,4
CMP00319,C01657,P006,Incorrect Charges,2024-08-13,2024-08-16,3,5,0,Mobile App,Pending,3
CMP00320,C00238,P007,Incorrect Charges,2023-10-07,2023-10-10,3,5,0,Online Banking,Escalated,4
CMP00321,C01513,P009,Loan Statement Error,2023-10-06,2023-10-10,4,7,0,Online Banking,Pending,4
CMP00322,C01977,P005,Loan Statement Error,2024-09-09,2024-09-12,3,7,0,Branch,Resolved,3
CMP00323,C00455,P007,Online Banking Issue,2024-07-21,2024-07-23,2,3,0,Call Centre,Pending,4
CMP00324,C00640,P005,Online Banking Issue,2024-08-11,2024-08-22,11,3,1,Online Banking,Resolved,3
CMP00325,C01510,P002,Online Banking Issue,2023-08-21,2023-08-23,2,3,0,Mobile App,Escalated,3
CMP00326,C00171,P001,Transaction Dispute,2023-09-11,2023-09-17,6,5,1,ATM,Resolved,2
CMP00327,C01068,P002,Account Access,2023-04-07,2023-04-09,2,3,0,Online Banking,Pending,3
CMP00328,C00940,P003,Incorrect Charges,2023-02-17,2023-02-18,1,5,0,Branch,Resolved,5
CMP00329,C00621,P003,Card Blocked / Lost,2024-01-11,2024-01-13,2,2,0,Online Banking,Resolved,4
CMP00330,C01679,P009,Incorrect Charges,2024-06-19,2024-06-26,7,5,1,Online Banking,Resolved,5
CMP00331,C01036,P003,Loan Statement Error,2023-05-27,2023-06-03,7,7,0,Branch,Pending,3
CMP00332,C01752,P001,Fraud Report,2024-12-11,2024-12-12,1,1,0,Mobile App,Pending,2
CMP00333,C01542,P009,Incorrect Charges,2023-04-29,2023-04-30,1,5,0,Mobile App,Resolved,2
CMP00334,C00140,P009,Loan Statement Error,2023-03-17,2023-03-22,5,7,0,Online Banking,Escalated,4
CMP00335,C00733,P004,Card Blocked / Lost,2024-06-05,2024-06-06,1,2,0,Branch,Escalated,3
CMP00336,C01988,P007,Fraud Report,2023-12-15,2023-12-16,1,1,0,Online Banking,Escalated,4
CMP00337,C00229,P010,Poor Service,2024-11-06,2024-11-09,3,10,0,Branch,Resolved,2
CMP00338,C01257,P010,Incorrect Charges,2024-05-11,2024-05-16,5,5,0,Online Banking,Resolved,5
CMP00339,C00586,P010,Poor Service,2023-01-04,2023-01-07,3,10,0,Online Banking,Resolved,4
CMP00340,C00572,P004,Transaction Dispute,2024-07-11,2024-07-14,3,5,0,Branch,Escalated,2
CMP00341,C00682,P008,Poor Service,2023-03-03,2023-03-06,3,10,0,Online Banking,Resolved,3
CMP00342,C01776,P006,Card Blocked / Lost,2024-10-22,2024-10-29,7,2,1,Branch,Resolved,5
CMP00343,C01142,P002,Incorrect Charges,2024-04-14,2024-04-17,3,5,0,Mobile App,Escalated,5
CMP00344,C01442,P005,Account Access,2023-10-17,2023-10-18,1,3,0,Call Centre,Escalated,4
CMP00345,C01958,P010,Incorrect Charges,2024-07-30,2024-08-12,13,5,1,Mobile App,Resolved,5
CMP00346,C00537,P010,Incorrect Charges,2023-02-05,2023-02-20,15,5,1,Online Banking,Pending,5
CMP00347,C00001,P010,Online Banking Issue,2023-06-11,2023-06-13,2,3,0,Call Centre,Resolved,3
CMP00348,C01493,P010,Loan Statement Error,2023-06-19,2023-06-26,7,7,0,ATM,Resolved,5
CMP00349,C01294,P004,Poor Service,2023-06-16,2023-06-24,8,10,0,Online Banking,Resolved,3
CMP00350,C01503,P006,Card Blocked / Lost,2023-08-01,2023-08-02,1,2,0,Mobile App,Escalated,5
CMP00351,C01267,P002,Poor Service,2024-03-02,2024-03-09,7,10,0,Mobile App,Pending,5
CMP00352,C00274,P009,Online Banking Issue,2024-11-05,2024-11-06,1,3,0,Mobile App,Pending,3
CMP00353,C00363,P004,Loan Statement Error,2023-05-16,2023-05-23,7,7,0,Online Banking,Resolved,5
CMP00354,C00201,P008,Incorrect Charges,2023-06-14,2023-06-19,5,5,0,Branch,Resolved,1
CMP00355,C01774,P003,Loan Statement Error,2024-05-25,2024-06-04,10,7,1,ATM,Resolved,5
CMP00356,C01217,P009,Online Banking Issue,2024-10-07,2024-10-16,9,3,1,Call Centre,Escalated,5
CMP00357,C01344,P010,Account Access,2023-03-03,2023-03-05,2,3,0,Mobile App,Escalated,2
CMP00358,C01114,P006,Loan Statement Error,2024-01-31,2024-02-01,1,7,0,Mobile App,Resolved,5
CMP00359,C00644,P008,Fraud Report,2023-06-27,2023-07-07,10,1,1,Mobile App,Escalated,3
CMP00360,C00737,P010,Transaction Dispute,2023-04-04,2023-04-05,1,5,0,Mobile App,Resolved,5
CMP00361,C01401,P009,Transaction Dispute,2023-02-07,2023-02-09,2,5,0,Branch,Pending,4
CMP00362,C01013,P008,Account Access,2023-06-14,2023-06-17,3,3,0,Mobile App,Escalated,4
CMP00363,C01554,P005,Account Access,2023-04-08,2023-04-19,11,3,1,Call Centre,Resolved,4
CMP00364,C00393,P005,Loan Statement Error,2024-03-28,2024-03-29,1,7,0,Call Centre,Resolved,2
CMP00365,C01156,P004,Loan Statement Error,2024-04-13,2024-04-20,7,7,0,Mobile App,Resolved,5
CMP00366,C00675,P006,Card Blocked / Lost,2024-08-13,2024-08-15,2,2,0,Mobile App,Resolved,4
CMP00367,C01255,P002,Online Banking Issue,2023-08-15,2023-08-16,1,3,0,Online Banking,Resolved,2
CMP00368,C00019,P003,Fraud Report,2023-12-11,2023-12-20,9,1,1,Branch,Pending,4
CMP00369,C00615,P008,Incorrect Charges,2023-10-16,2023-10-18,2,5,0,Branch,Pending,4
CMP00370,C01790,P007,Fraud Report,2023-04-25,2023-04-26,1,1,0,ATM,Escalated,5
CMP00371,C01120,P006,Poor Service,2023-02-25,2023-03-15,18,10,1,Branch,Pending,5
CMP00372,C01835,P007,Loan Statement Error,2023-05-13,2023-05-16,3,7,0,Online Banking,Escalated,4
CMP00373,C00343,P004,Incorrect Charges,2024-03-17,2024-03-22,5,5,0,Branch,Resolved,4
CMP00374,C00538,P001,Poor Service,2023-05-09,2023-05-16,7,10,0,Mobile App,Resolved,3
CMP00375,C00830,P007,Incorrect Charges,2023-09-22,2023-10-02,10,5,1,Online Banking,Resolved,5
CMP00376,C00870,P002,Incorrect Charges,2023-05-23,2023-05-25,2,5,0,Online Banking,Pending,4
CMP00377,C01944,P006,Poor Service,2023-01-28,2023-02-07,10,10,0,Branch,Resolved,3
CMP00378,C01586,P001,Card Blocked / Lost,2024-04-20,2024-04-22,2,2,0,Mobile App,Resolved,5
CMP00379,C00383,P004,Online Banking Issue,2024-12-18,2024-12-20,2,3,0,Branch,Resolved,5
CMP00380,C00360,P002,Online Banking Issue,2023-04-19,2023-04-22,3,3,0,Mobile App,Pending,4
CMP00381,C00154,P008,Incorrect Charges,2024-11-29,2024-12-04,5,5,0,Branch,Escalated,4
CMP00382,C00533,P004,Transaction Dispute,2024-01-10,2024-01-11,1,5,0,Call Centre,Resolved,3
CMP00383,C01244,P006,Card Blocked / Lost,2024-08-05,2024-08-07,2,2,0,Call Centre,Resolved,4
CMP00384,C01008,P007,Incorrect Charges,2024-02-29,2024-03-05,5,5,0,Branch,Resolved,2
CMP00385,C01663,P001,Poor Service,2024-03-19,2024-03-22,3,10,0,Branch,Resolved,4
CMP00386,C01605,P008,Poor Service,2024-12-12,2024-12-24,12,10,1,Branch,Resolved,1
CMP00387,C00422,P001,Incorrect Charges,2024-12-23,2024-12-27,4,5,0,Online Banking,Resolved,3
CMP00388,C01319,P002,Incorrect Charges,2023-12-07,2023-12-08,1,5,0,Mobile App,Resolved,2
CMP00389,C00926,P008,Poor Service,2024-12-18,2024-12-25,7,10,0,Call Centre,Resolved,1
CMP00390,C00980,P007,Online Banking Issue,2024-06-14,2024-06-18,4,3,1,Branch,Pending,5
CMP00391,C00525,P007,Card Blocked / Lost,2024-05-02,2024-05-04,2,2,0,Online Banking,Resolved,3
CMP00392,C01833,P001,Online Banking Issue,2024-07-25,2024-07-27,2,3,0,Branch,Resolved,3
CMP00393,C01955,P002,Transaction Dispute,2024-10-15,2024-10-20,5,5,0,Call Centre,Resolved,4
CMP00394,C00306,P009,Transaction Dispute,2023-03-03,2023-03-13,10,5,1,Branch,Resolved,4
CMP00395,C01946,P010,Poor Service,2023-10-01,2023-10-02,1,10,0,Online Banking,Resolved,3
CMP00396,C01093,P009,Incorrect Charges,2023-10-27,2023-10-29,2,5,0,ATM,Resolved,3
CMP00397,C01635,P005,Poor Service,2024-04-30,2024-05-04,4,10,0,Call Centre,Escalated,2
CMP00398,C00609,P003,Poor Service,2023-02-04,2023-02-22,18,10,1,ATM,Escalated,4
CMP00399,C00223,P010,Card Blocked / Lost,2023-04-04,2023-04-06,2,2,0,Branch,Resolved,4
CMP00400,C01849,P004,Card Blocked / Lost,2023-10-11,2023-10-18,7,2,1,Online Banking,Resolved,3
CMP00401,C01271,P009,Fraud Report,2024-12-28,2024-12-31,4,1,1,Call Centre,Resolved,4
CMP00402,C00266,P008,Loan Statement Error,2023-03-22,2023-03-23,1,7,0,Online Banking,Escalated,5
CMP00403,C01497,P005,Card Blocked / Lost,2023-02-13,2023-02-14,1,2,0,Branch,Resolved,4
CMP00404,C00548,P009,Online Banking Issue,2023-04-10,2023-04-15,5,3,1,Mobile App,Resolved,3
CMP00405,C01279,P004,Transaction Dispute,2023-03-19,2023-03-28,9,5,1,Online Banking,Resolved,5
CMP00406,C01971,P008,Online Banking Issue,2023-11-06,2023-11-10,4,3,1,Online Banking,Resolved,3
CMP00407,C01398,P009,Incorrect Charges,2024-06-16,2024-06-18,2,5,0,Mobile App,Pending,3
CMP00408,C00257,P010,Transaction Dispute,2023-01-04,2023-01-07,3,5,0,Online Banking,Resolved,1
CMP00409,C01777,P008,Poor Service,2024-08-17,2024-08-20,3,10,0,Online Banking,Resolved,4
CMP00410,C01046,P006,Online Banking Issue,2023-11-05,2023-11-07,2,3,0,Call Centre,Resolved,5
CMP00411,C01504,P008,Account Access,2023-01-27,2023-01-29,2,3,0,Branch,Pending,5
CMP00412,C00772,P003,Transaction Dispute,2023-04-08,2023-04-11,3,5,0,Branch,Resolved,4
CMP00413,C01533,P010,Poor Service,2024-08-23,2024-08-29,6,10,0,Mobile App,Resolved,4
CMP00414,C01933,P009,Loan Statement Error,2024-08-28,2024-08-30,2,7,0,Online Banking,Pending,4
CMP00415,C00727,P005,Account Access,2023-02-11,2023-02-17,6,3,1,Online Banking,Resolved,5
CMP00416,C01552,P002,Card Blocked / Lost,2023-06-23,2023-06-29,6,2,1,Mobile App,Pending,3
CMP00417,C00359,P009,Incorrect Charges,2024-04-25,2024-04-26,1,5,0,Branch,Escalated,5
CMP00418,C01658,P010,Transaction Dispute,2023-11-10,2023-11-13,3,5,0,Mobile App,Resolved,4
CMP00419,C01419,P008,Card Blocked / Lost,2024-07-19,2024-07-21,2,2,0,Mobile App,Resolved,4
CMP00420,C00011,P008,Account Access,2024-09-10,2024-09-11,1,3,0,Online Banking,Escalated,4
CMP00421,C01087,P001,Transaction Dispute,2024-06-19,2024-06-23,4,5,0,Call Centre,Pending,5
CMP00422,C00084,P007,Poor Service,2024-03-10,2024-03-13,3,10,0,Online Banking,Escalated,4
CMP00423,C00772,P006,Poor Service,2024-09-03,2024-09-04,1,10,0,Mobile App,Pending,5
CMP00424,C00647,P006,Online Banking Issue,2024-05-29,2024-06-05,7,3,1,Mobile App,Escalated,1
CMP00425,C01684,P007,Poor Service,2024-12-25,2024-12-31,10,10,0,ATM,Escalated,3
CMP00426,C00960,P002,Card Blocked / Lost,2023-01-10,2023-01-14,4,2,1,Branch,Resolved,4
CMP00427,C00684,P008,Transaction Dispute,2024-05-12,2024-05-25,13,5,1,Online Banking,Resolved,4
CMP00428,C00637,P005,Online Banking Issue,2024-11-29,2024-11-30,1,3,0,Call Centre,Escalated,4
CMP00429,C01961,P002,Loan Statement Error,2024-12-26,2024-12-31,13,7,1,Mobile App,Resolved,2
CMP00430,C01957,P010,Poor Service,2023-05-17,2023-05-28,11,10,1,Online Banking,Resolved,2
CMP00431,C01380,P005,Poor Service,2024-11-27,2024-12-12,15,10,1,Branch,Escalated,3
CMP00432,C00176,P008,Poor Service,2024-11-02,2024-11-16,14,10,1,Mobile App,Resolved,4
CMP00433,C00027,P007,Transaction Dispute,2024-07-02,2024-07-03,1,5,0,Branch,Resolved,1
CMP00434,C00420,P004,Incorrect Charges,2024-12-13,2024-12-16,3,5,0,Branch,Resolved,3
CMP00435,C00787,P006,Account Access,2023-12-12,2023-12-15,3,3,0,Call Centre,Escalated,5
CMP00436,C01329,P009,Loan Statement Error,2024-11-15,2024-11-27,12,7,1,Mobile App,Resolved,4
CMP00437,C00640,P005,Incorrect Charges,2024-11-01,2024-11-05,4,5,0,Mobile App,Resolved,4
CMP00438,C00191,P010,Online Banking Issue,2023-02-21,2023-03-03,10,3,1,Branch,Resolved,5
CMP00439,C00539,P004,Card Blocked / Lost,2024-05-11,2024-05-13,2,2,0,ATM,Resolved,5
CMP00440,C00362,P004,Incorrect Charges,2024-09-18,2024-09-23,5,5,0,Call Centre,Resolved,3
CMP00441,C01982,P009,Online Banking Issue,2023-01-29,2023-02-01,3,3,0,Online Banking,Resolved,4
CMP00442,C00440,P004,Loan Statement Error,2024-02-02,2024-02-07,5,7,0,Mobile App,Resolved,3
CMP00443,C01038,P008,Incorrect Charges,2023-12-07,2023-12-12,5,5,0,Mobile App,Resolved,2
CMP00444,C01570,P009,Transaction Dispute,2024-04-19,2024-05-02,13,5,1,Mobile App,Resolved,4
CMP00445,C00925,P005,Fraud Report,2023-03-17,2023-03-20,3,1,1,Mobile App,Escalated,2
CMP00446,C00047,P008,Poor Service,2024-08-07,2024-08-08,1,10,0,Branch,Resolved,4
CMP00447,C01268,P009,Fraud Report,2023-07-24,2023-08-01,8,1,1,Online Banking,Pending,4
CMP00448,C00783,P001,Loan Statement Error,2024-08-18,2024-08-28,10,7,1,Mobile App,Resolved,3
CMP00449,C01813,P005,Incorrect Charges,2024-10-22,2024-10-27,5,5,0,Online Banking,Pending,1
CMP00450,C01833,P009,Incorrect Charges,2024-06-11,2024-06-14,3,5,0,Call Centre,Resolved,2
CMP00451,C00337,P003,Loan Statement Error,2024-12-12,2024-12-16,4,7,0,Online Banking,Resolved,4
CMP00452,C01680,P009,Fraud Report,2024-09-07,2024-09-08,1,1,0,Call Centre,Escalated,2
CMP00453,C00621,P010,Card Blocked / Lost,2024-09-27,2024-09-29,2,2,0,ATM,Escalated,4
CMP00454,C01143,P006,Account Access,2024-08-21,2024-08-22,1,3,0,Online Banking,Pending,4
CMP00455,C01960,P008,Incorrect Charges,2024-02-04,2024-02-06,2,5,0,ATM,Resolved,5
CMP00456,C00412,P004,Incorrect Charges,2024-03-28,2024-04-07,10,5,1,Call Centre,Pending,4
CMP00457,C01561,P004,Incorrect Charges,2024-01-14,2024-01-15,1,5,0,Call Centre,Resolved,1
CMP00458,C01947,P003,Transaction Dispute,2023-12-23,2023-12-24,1,5,0,Mobile App,Resolved,3
CMP00459,C00583,P010,Card Blocked / Lost,2024-04-05,2024-04-07,2,2,0,Branch,Resolved,4
CMP00460,C01776,P007,Account Access,2023-02-02,2023-02-03,1,3,0,Mobile App,Escalated,4
CMP00461,C01753,P007,Loan Statement Error,2024-04-22,2024-05-08,16,7,1,Branch,Pending,5
CMP00462,C01464,P005,Loan Statement Error,2023-09-18,2023-10-01,13,7,1,Branch,Pending,1
CMP00463,C01578,P003,Online Banking Issue,2024-05-02,2024-05-05,3,3,0,Call Centre,Resolved,5
CMP00464,C01877,P002,Fraud Report,2024-10-03,2024-10-07,4,1,1,Mobile App,Resolved,5
CMP00465,C01979,P010,Transaction Dispute,2024-02-19,2024-02-22,3,5,0,Mobile App,Resolved,3
CMP00466,C00591,P010,Poor Service,2024-03-19,2024-03-23,4,10,0,Mobile App,Escalated,5
CMP00467,C01014,P010,Transaction Dispute,2023-01-20,2023-01-24,4,5,0,Online Banking,Resolved,4
CMP00468,C00247,P008,Poor Service,2024-05-08,2024-05-17,9,10,0,Online Banking,Resolved,4
CMP00469,C01384,P010,Fraud Report,2024-03-10,2024-03-11,1,1,0,Mobile App,Escalated,2
CMP00470,C00496,P007,Loan Statement Error,2024-12-19,2024-12-31,15,7,1,Online Banking,Resolved,3
CMP00471,C00379,P001,Loan Statement Error,2023-03-21,2023-03-26,5,7,0,Mobile App,Resolved,5
CMP00472,C00234,P002,Poor Service,2024-01-18,2024-01-26,8,10,0,Mobile App,Resolved,2
CMP00473,C00631,P002,Transaction Dispute,2023-05-09,2023-05-12,3,5,0,Call Centre,Escalated,5
CMP00474,C01302,P009,Online Banking Issue,2023-02-04,2023-02-06,2,3,0,Online Banking,Pending,5
CMP00475,C00215,P006,Account Access,2023-06-21,2023-06-23,2,3,0,Mobile App,Resolved,5
CMP00476,C01453,P002,Account Access,2023-12-09,2023-12-18,9,3,1,Mobile App,Resolved,1
CMP00477,C01128,P001,Online Banking Issue,2023-11-28,2023-11-29,1,3,0,Mobile App,Resolved,3
CMP00478,C00874,P010,Online Banking Issue,2023-01-12,2023-01-14,2,3,0,Branch,Escalated,4
CMP00479,C00022,P003,Incorrect Charges,2023-01-21,2023-01-29,8,5,1,Mobile App,Resolved,4
CMP00480,C00641,P006,Card Blocked / Lost,2023-12-14,2023-12-15,1,2,0,Mobile App,Pending,4
CMP00481,C00010,P007,Online Banking Issue,2024-04-29,2024-04-30,1,3,0,Mobile App,Resolved,5
CMP00482,C00852,P002,Card Blocked / Lost,2023-05-26,2023-05-28,2,2,0,Branch,Pending,3
CMP00483,C01423,P001,Card Blocked / Lost,2024-03-01,2024-03-03,2,2,0,Online Banking,Pending,4
CMP00484,C01061,P004,Incorrect Charges,2024-08-02,2024-08-04,2,5,0,Call Centre,Resolved,4
CMP00485,C00408,P010,Account Access,2023-09-12,2023-09-14,2,3,0,Online Banking,Escalated,5
CMP00486,C00340,P007,Fraud Report,2024-05-23,2024-05-28,5,1,1,Online Banking,Escalated,4
CMP00487,C01643,P001,Online Banking Issue,2023-10-02,2023-10-04,2,3,0,Call Centre,Resolved,2
CMP00488,C00883,P009,Account Access,2023-07-19,2023-07-22,3,3,0,Mobile App,Escalated,5
CMP00489,C01269,P006,Poor Service,2023-02-20,2023-03-01,9,10,0,Call Centre,Escalated,4
CMP00490,C01113,P009,Fraud Report,2023-06-23,2023-06-27,4,1,1,Call Centre,Resolved,1
CMP00491,C00775,P005,Transaction Dispute,2024-05-29,2024-05-30,1,5,0,Mobile App,Pending,4
CMP00492,C00314,P006,Card Blocked / Lost,2023-12-22,2023-12-24,2,2,0,Mobile App,Escalated,5
CMP00493,C00584,P004,Fraud Report,2024-05-05,2024-05-06,1,1,0,Mobile App,Pending,5
CMP00494,C00445,P002,Loan Statement Error,2024-10-28,2024-10-29,1,7,0,Branch,Resolved,3
CMP00495,C01128,P005,Transaction Dispute,2024-09-21,2024-09-22,1,5,0,ATM,Resolved,2
CMP00496,C01791,P002,Online Banking Issue,2023-01-07,2023-01-10,3,3,0,Branch,Escalated,5
CMP00497,C01755,P002,Incorrect Charges,2024-06-12,2024-06-16,4,5,0,Online Banking,Resolved,3
CMP00498,C01578,P001,Transaction Dispute,2024-01-04,2024-01-07,3,5,0,Online Banking,Resolved,5
CMP00499,C01400,P009,Poor Service,2023-03-23,2023-04-01,9,10,0,Branch,Escalated,4
CMP00500,C00810,P004,Incorrect Charges,2024-02-03,2024-02-07,4,5,0,Online Banking,Pending,4
CMP00501,C01999,P009,Online Banking Issue,2024-05-05,2024-05-08,3,3,0,Online Banking,Resolved,2
CMP00502,C01957,P006,Incorrect Charges,2024-02-11,2024-02-12,1,5,0,Mobile App,Escalated,5
CMP00503,C00401,P007,Transaction Dispute,2023-06-20,2023-06-27,7,5,1,Call Centre,Resolved,5
CMP00504,C00138,P006,Online Banking Issue,2024-10-25,2024-10-28,3,3,0,Mobile App,Pending,3
CMP00505,C00135,P004,Account Access,2024-03-24,2024-03-26,2,3,0,Call Centre,Resolved,4
CMP00506,C00032,P008,Transaction Dispute,2023-12-03,2023-12-05,2,5,0,Branch,Resolved,1
CMP00507,C01433,P001,Account Access,2023-10-14,2023-10-15,1,3,0,Mobile App,Resolved,5
CMP00508,C00787,P004,Account Access,2023-05-25,2023-05-26,1,3,0,Online Banking,Resolved,5
CMP00509,C01003,P002,Loan Statement Error,2023-09-02,2023-09-16,14,7,1,Branch,Resolved,4
CMP00510,C01119,P005,Account Access,2024-12-03,2024-12-08,5,3,1,Mobile App,Resolved,5
CMP00511,C00271,P008,Loan Statement Error,2023-08-30,2023-08-31,1,7,0,Online Banking,Resolved,4
CMP00512,C01445,P010,Account Access,2024-02-13,2024-02-16,3,3,0,Online Banking,Pending,5
CMP00513,C00882,P002,Fraud Report,2023-02-23,2023-02-24,1,1,0,Branch,Escalated,5
CMP00514,C00447,P009,Fraud Report,2024-08-03,2024-08-04,1,1,0,Online Banking,Resolved,4
CMP00515,C00871,P006,Account Access,2023-12-01,2023-12-04,3,3,0,Mobile App,Resolved,3
CMP00516,C01929,P007,Loan Statement Error,2024-12-22,2024-12-29,7,7,0,Call Centre,Resolved,5
CMP00517,C00627,P006,Transaction Dispute,2023-09-28,2023-10-02,4,5,0,Mobile App,Resolved,4
CMP00518,C01027,P004,Card Blocked / Lost,2024-10-28,2024-10-29,1,2,0,ATM,Escalated,3
CMP00519,C00475,P009,Loan Statement Error,2024-07-19,2024-07-23,4,7,0,Call Centre,Escalated,4
